photo_name	value	location
id_672_value_350_806.jpg	350.806	{'type': 'polygon', 'data': [{'x': 0.36175, 'y': 0.59318}, {'x': 0.35917, 'y': 0.6288}, {'x': 0.59294, 'y': 0.63693}, {'x': 0.59448, 'y': 0.60093}]}
id_2_value_495_341.jpg	495.341	{'type': 'polygon', 'data': [{'x': 0.26521, 'y': 0.5183}, {'x': 0.81616, 'y': 0.51579}, {'x': 0.81973, 'y': 0.57957}, {'x': 0.27057, 'y': 0.58409}]}
id_953_value_66_584.jpg	66.584	{'type': 'polygon', 'data': [{'x': 0.32057, 'y': 0.48232}, {'x': 0.64918, 'y': 0.54395}, {'x': 0.63489, 'y': 0.5895}, {'x': 0.60632, 'y': 0.58347}, {'x': 0.60721, 'y': 0.57678}, {'x': 0.30807, 'y': 0.5205}]}
id_569_value_384_176.jpg	384.176	{'type': 'polygon', 'data': [{'x': 0.3601, 'y': 0.58567}, {'x': 0.64645, 'y': 0.59604}, {'x': 0.64702, 'y': 0.64532}, {'x': 0.35952, 'y': 0.63538}]}
id_112_value_365_387.jpg	365.387	{'type': 'polygon', 'data': [{'x': 0.73312, 'y': 0.36412}, {'x': 0.684, 'y': 0.36512}, {'x': 0.684, 'y': 0.35608}, {'x': 0.21967, 'y': 0.36562}, {'x': 0.21163, 'y': 0.32494}, {'x': 0.73312, 'y': 0.3159}]}
id_988_value_108_494.jpg	108.494	{'type': 'polygon', 'data': [{'x': 0.5172, 'y': 0.37571}, {'x': 0.80428, 'y': 0.3269}, {'x': 0.80312, 'y': 0.31528}, {'x': 0.84263, 'y': 0.30909}, {'x': 0.8438, 'y': 0.39197}, {'x': 0.80428, 'y': 0.3974}, {'x': 0.80312, 'y': 0.3881}, {'x': 0.52243, 'y': 0.4338}]}
id_1150_value_58_169.jpg	58.169	{'type': 'polygon', 'data': [{'x': 0.21726, 'y': 0.36473}, {'x': 0.74775, 'y': 0.34925}, {'x': 0.7493, 'y': 0.38138}, {'x': 0.77768, 'y': 0.38099}, {'x': 0.78439, 'y': 0.24511}, {'x': 0.75291, 'y': 0.24511}, {'x': 0.75188, 'y': 0.28266}, {'x': 0.20694, 'y': 0.29814}]}
id_261_value_80_19.jpg	80.19	{'type': 'polygon', 'data': [{'x': 0.16927, 'y': 0.40648}, {'x': 0.83178, 'y': 0.39676}, {'x': 0.83583, 'y': 0.32445}, {'x': 0.16279, 'y': 0.33357}]}
id_502_value_35_581.jpg	35.581	{'type': 'polygon', 'data': [{'x': 0.13895, 'y': 0.41855}, {'x': 0.61494, 'y': 0.3945}, {'x': 0.62206, 'y': 0.45758}, {'x': 0.58002, 'y': 0.46185}, {'x': 0.57574, 'y': 0.45116}, {'x': 0.14465, 'y': 0.47201}]}
id_1090_value_309_531.jpg	309.531	{'type': 'polygon', 'data': [{'x': 0.47012, 'y': 0.4774}, {'x': 0.69666, 'y': 0.51455}, {'x': 0.69614, 'y': 0.52211}, {'x': 0.71782, 'y': 0.52418}, {'x': 0.72401, 'y': 0.47534}, {'x': 0.47322, 'y': 0.43544}]}
id_1019_value_1070_401.jpg	1070.401	{'type': 'polygon', 'data': [{'x': 0.30711, 'y': 0.45437}, {'x': 0.31566, 'y': 0.50034}, {'x': 0.69332, 'y': 0.48377}, {'x': 0.69403, 'y': 0.49072}, {'x': 0.7432, 'y': 0.48965}, {'x': 0.7432, 'y': 0.42764}, {'x': 0.69118, 'y': 0.43031}, {'x': 0.69118, 'y': 0.43726}]}
id_794_value_1078_458.jpg	1078.458	{'type': 'polygon', 'data': [{'x': 0.35984, 'y': 0.51103}, {'x': 0.61351, 'y': 0.53241}, {'x': 0.61208, 'y': 0.56449}, {'x': 0.59213, 'y': 0.56288}, {'x': 0.58928, 'y': 0.55807}, {'x': 0.35984, 'y': 0.53669}]}
id_807_value_149_848.jpg	149.848	{'type': 'polygon', 'data': [{'x': 0.16937, 'y': 0.32359}, {'x': 0.72728, 'y': 0.31207}, {'x': 0.72821, 'y': 0.3763}, {'x': 0.68447, 'y': 0.37769}, {'x': 0.684, 'y': 0.36862}, {'x': 0.17775, 'y': 0.38642}]}
id_12_value_414_676.jpg	414.676	{'type': 'polygon', 'data': [{'x': 0.25046, 'y': 0.34192}, {'x': 0.7334, 'y': 0.30746}, {'x': 0.74219, 'y': 0.37668}, {'x': 0.70384, 'y': 0.37968}, {'x': 0.70144, 'y': 0.36499}, {'x': 0.25285, 'y': 0.39466}]}
id_505_value_233_856.jpg	233.856	{'type': 'polygon', 'data': [{'x': 0.3797, 'y': 0.35628}, {'x': 0.75573, 'y': 0.2418}, {'x': 0.78198, 'y': 0.29354}, {'x': 0.75145, 'y': 0.30179}, {'x': 0.74657, 'y': 0.29354}, {'x': 0.39862, 'y': 0.39704}]}
id_1155_value_393_308.jpg	393.308	{'type': 'polygon', 'data': [{'x': 0.21663, 'y': 0.36423}, {'x': 0.80374, 'y': 0.42677}, {'x': 0.77896, 'y': 0.49838}, {'x': 0.72711, 'y': 0.49126}, {'x': 0.73114, 'y': 0.47473}, {'x': 0.20972, 'y': 0.41413}]}
id_880_value_462_079.jpg	462.079	{'type': 'polygon', 'data': [{'x': 0.70762, 'y': 0.32203}, {'x': 0.75817, 'y': 0.34325}, {'x': 0.69078, 'y': 0.75764}, {'x': 0.64023, 'y': 0.74017}]}
id_1193_value_147_365.jpg	147.365	{'type': 'polygon', 'data': [{'x': 0.26676, 'y': 0.51694}, {'x': 0.70982, 'y': 0.51046}, {'x': 0.71155, 'y': 0.58869}, {'x': 0.27195, 'y': 0.59604}]}
id_842_value_401_992.jpg	401.992	{'type': 'polygon', 'data': [{'x': 0.18841, 'y': 0.43878}, {'x': 0.72597, 'y': 0.54663}, {'x': 0.69561, 'y': 0.64109}, {'x': 0.1527, 'y': 0.53457}]}
id_179_value_31_632.jpg	31.632	{'type': 'polygon', 'data': [{'x': 0.35012, 'y': 0.44789}, {'x': 0.39652, 'y': 0.44405}, {'x': 0.3987, 'y': 0.4493}, {'x': 0.7588, 'y': 0.41699}, {'x': 0.76903, 'y': 0.44748}, {'x': 0.40935, 'y': 0.47859}, {'x': 0.41058, 'y': 0.48101}, {'x': 0.36546, 'y': 0.48505}]}
id_613_value_1198_466.jpg	1198.466	{'type': 'polygon', 'data': [{'x': 0.22136, 'y': 0.42126}, {'x': 0.6356, 'y': 0.41332}, {'x': 0.6356, 'y': 0.42431}, {'x': 0.65676, 'y': 0.42431}, {'x': 0.65838, 'y': 0.3541}, {'x': 0.63478, 'y': 0.3541}, {'x': 0.63478, 'y': 0.36509}, {'x': 0.21811, 'y': 0.37181}]}
id_551_value_569_424.jpg	569.424	{'type': 'polygon', 'data': [{'x': 0.27889, 'y': 0.46148}, {'x': 0.59418, 'y': 0.46823}, {'x': 0.59087, 'y': 0.50756}, {'x': 0.27847, 'y': 0.50058}]}
id_933_value_121_779.jpg	121.779	{'type': 'polygon', 'data': [{'x': 0.17573, 'y': 0.42229}, {'x': 0.70176, 'y': 0.43569}, {'x': 0.696, 'y': 0.50268}, {'x': 0.65278, 'y': 0.50052}, {'x': 0.65278, 'y': 0.49058}, {'x': 0.17688, 'y': 0.47718}]}
id_778_value_263_156.jpg	263.156	{'type': 'polygon', 'data': [{'x': 0.22873, 'y': 0.37604}, {'x': 0.71271, 'y': 0.38425}, {'x': 0.70925, 'y': 0.45816}, {'x': 0.66949, 'y': 0.4573}, {'x': 0.66834, 'y': 0.4413}, {'x': 0.22412, 'y': 0.4292}]}
id_363_value_370_127.jpg	370.127	{'type': 'polygon', 'data': [{'x': 0.38909, 'y': 0.43047}, {'x': 0.7182, 'y': 0.43206}, {'x': 0.71661, 'y': 0.47666}, {'x': 0.68954, 'y': 0.47627}, {'x': 0.68901, 'y': 0.4675}, {'x': 0.39068, 'y': 0.46512}]}
id_667_value_957_742.jpg	957.742	{'type': 'polygon', 'data': [{'x': 0.27402, 'y': 0.5737}, {'x': 0.60945, 'y': 0.56208}, {'x': 0.61048, 'y': 0.57602}, {'x': 0.64299, 'y': 0.57525}, {'x': 0.63783, 'y': 0.51795}, {'x': 0.27144, 'y': 0.53227}]}
id_718_value_142_967.jpg	142.967	{'type': 'polygon', 'data': [{'x': 0.41077, 'y': 0.70029}, {'x': 0.58674, 'y': 0.6561}, {'x': 0.579, 'y': 0.60156}, {'x': 0.40458, 'y': 0.64782}]}
id_308_value_70_94.jpg	70.94	{'type': 'polygon', 'data': [{'x': 0.2776, 'y': 0.3799}, {'x': 0.50641, 'y': 0.59194}, {'x': 0.44752, 'y': 0.62728}, {'x': 0.20301, 'y': 0.41272}]}
id_695_value_93_701.jpg	93.701	{'type': 'polygon', 'data': [{'x': 0.48873, 'y': 0.45085}, {'x': 0.44979, 'y': 0.44852}, {'x': 0.44398, 'y': 0.43768}, {'x': 0.13889, 'y': 0.42683}, {'x': 0.13424, 'y': 0.35866}, {'x': 0.44689, 'y': 0.37571}, {'x': 0.45153, 'y': 0.37106}, {'x': 0.49105, 'y': 0.37261}]}
id_919_value_315_892.jpg	315.892	{'type': 'polygon', 'data': [{'x': 0.41656, 'y': 0.29132}, {'x': 0.74209, 'y': 0.28657}, {'x': 0.73863, 'y': 0.33671}, {'x': 0.71098, 'y': 0.33671}, {'x': 0.71098, 'y': 0.32417}, {'x': 0.41771, 'y': 0.3272}]}
id_496_value_173_242.jpg	173.242	{'type': 'polygon', 'data': [{'x': 0.47466, 'y': 0.62075}, {'x': 0.44877, 'y': 0.1771}, {'x': 0.50952, 'y': 0.17077}, {'x': 0.51216, 'y': 0.2095}, {'x': 0.5016, 'y': 0.21091}, {'x': 0.53012, 'y': 0.61441}]}
id_15_value_1271_072.jpg	1271.072	{'type': 'polygon', 'data': [{'x': 0.26076, 'y': 0.35507}, {'x': 0.72335, 'y': 0.33782}, {'x': 0.72658, 'y': 0.39276}, {'x': 0.68621, 'y': 0.39412}, {'x': 0.68217, 'y': 0.38458}, {'x': 0.26964, 'y': 0.39548}]}
id_737_value_119_002.jpg	119.002	{'type': 'polygon', 'data': [{'x': 0.25296, 'y': 0.41952}, {'x': 0.24939, 'y': 0.47511}, {'x': 0.59783, 'y': 0.48847}, {'x': 0.60282, 'y': 0.43288}]}
id_303_value_18_245.jpg	18.245	{'type': 'polygon', 'data': [{'x': 0.32564, 'y': 0.37098}, {'x': 0.70329, 'y': 0.54631}, {'x': 0.65626, 'y': 0.59549}, {'x': 0.62277, 'y': 0.58266}, {'x': 0.63061, 'y': 0.57197}, {'x': 0.28645, 'y': 0.42016}]}
id_918_value_472_037.jpg	472.037	{'type': 'polygon', 'data': [{'x': 0.28447, 'y': 0.33888}, {'x': 0.75451, 'y': 0.33155}, {'x': 0.75451, 'y': 0.40941}, {'x': 0.70811, 'y': 0.40895}, {'x': 0.7075, 'y': 0.39109}, {'x': 0.2863, 'y': 0.39567}]}
id_740_value_274_508.jpg	274.508	{'type': 'polygon', 'data': [{'x': 0.35146, 'y': 0.46773}, {'x': 0.60784, 'y': 0.38708}, {'x': 0.61937, 'y': 0.44852}, {'x': 0.59747, 'y': 0.45544}, {'x': 0.59517, 'y': 0.44238}, {'x': 0.3624, 'y': 0.51688}]}
id_435_value_2_403.jpg	2.403	{'type': 'polygon', 'data': [{'x': 0.30191, 'y': 0.40846}, {'x': 0.51393, 'y': 0.44692}, {'x': 0.50183, 'y': 0.48064}, {'x': 0.29154, 'y': 0.44476}]}
id_364_value_148_019.jpg	148.019	{'type': 'polygon', 'data': [{'x': 0.26109, 'y': 0.14496}, {'x': 0.81142, 'y': 0.21977}, {'x': 0.81638, 'y': 0.20177}, {'x': 0.85486, 'y': 0.20797}, {'x': 0.83707, 'y': 0.30855}, {'x': 0.79445, 'y': 0.3042}, {'x': 0.79776, 'y': 0.28558}, {'x': 0.24702, 'y': 0.21387}]}
id_913_value_222_914.jpg	222.914	{'type': 'polygon', 'data': [{'x': 0.41644, 'y': 0.39091}, {'x': 0.66937, 'y': 0.41269}, {'x': 0.66937, 'y': 0.42575}, {'x': 0.68957, 'y': 0.43011}, {'x': 0.69386, 'y': 0.33646}, {'x': 0.41766, 'y': 0.30489}]}
id_721_value_134_634.jpg	134.634	{'type': 'polygon', 'data': [{'x': 0.38314, 'y': 0.65973}, {'x': 0.66834, 'y': 0.6605}, {'x': 0.66834, 'y': 0.74652}, {'x': 0.38314, 'y': 0.74652}]}
id_601_value_68_014.jpg	68.014	{'type': 'polygon', 'data': [{'x': 0.54335, 'y': 0.46952}, {'x': 0.5451, 'y': 0.46516}, {'x': 0.58403, 'y': 0.46909}, {'x': 0.57415, 'y': 0.52184}, {'x': 0.53464, 'y': 0.51879}, {'x': 0.53638, 'y': 0.5092}, {'x': 0.20804, 'y': 0.4704}, {'x': 0.20979, 'y': 0.42898}]}
id_59_value_58_235.jpg	58.235	{'type': 'polygon', 'data': [{'x': 0.2644, 'y': 0.44668}, {'x': 0.72287, 'y': 0.46127}, {'x': 0.71501, 'y': 0.52863}, {'x': 0.67694, 'y': 0.52801}, {'x': 0.67818, 'y': 0.51466}, {'x': 0.26109, 'y': 0.50162}]}
id_171_value_602_542.jpg	602.542	{'type': 'polygon', 'data': [{'x': 0.23663, 'y': 0.47629}, {'x': 0.62864, 'y': 0.46691}, {'x': 0.62775, 'y': 0.46021}, {'x': 0.64739, 'y': 0.46021}, {'x': 0.65007, 'y': 0.51783}, {'x': 0.63043, 'y': 0.5185}, {'x': 0.63043, 'y': 0.51113}, {'x': 0.2411, 'y': 0.52385}]}
id_177_value_1050_259.jpg	1050.259	{'type': 'polygon', 'data': [{'x': 0.2969, 'y': 0.53738}, {'x': 0.68421, 'y': 0.5272}, {'x': 0.68572, 'y': 0.59127}, {'x': 0.29941, 'y': 0.60257}]}
id_739_value_79_33.jpg	79.33	{'type': 'polygon', 'data': [{'x': 0.19817, 'y': 0.3474}, {'x': 0.20075, 'y': 0.38882}, {'x': 0.55269, 'y': 0.39734}, {'x': 0.5532, 'y': 0.40624}, {'x': 0.58158, 'y': 0.40702}, {'x': 0.58416, 'y': 0.35591}]}
id_1102_value_920_047.jpg	920.047	{'type': 'polygon', 'data': [{'x': 0.317, 'y': 0.21637}, {'x': 0.81884, 'y': 0.31083}, {'x': 0.79384, 'y': 0.37112}, {'x': 0.30361, 'y': 0.28671}]}
id_766_value_532_41.jpg	532.41	{'type': 'polygon', 'data': [{'x': 0.15955, 'y': 0.40222}, {'x': 0.605, 'y': 0.39585}, {'x': 0.605, 'y': 0.40177}, {'x': 0.65198, 'y': 0.40177}, {'x': 0.6536, 'y': 0.34893}, {'x': 0.60338, 'y': 0.35029}, {'x': 0.60257, 'y': 0.35348}, {'x': 0.15145, 'y': 0.36032}]}
id_116_value_56_516.jpg	56.516	{'type': 'polygon', 'data': [{'x': 0.31139, 'y': 0.35147}, {'x': 0.31495, 'y': 0.39315}, {'x': 0.79022, 'y': 0.39515}, {'x': 0.79022, 'y': 0.40317}, {'x': 0.8287, 'y': 0.40397}, {'x': 0.83654, 'y': 0.35187}]}
id_604_value_11_566.jpg	11.566	{'type': 'polygon', 'data': [{'x': 0.27043, 'y': 0.42223}, {'x': 0.7307, 'y': 0.43184}, {'x': 0.7307, 'y': 0.41902}, {'x': 0.76183, 'y': 0.41856}, {'x': 0.75756, 'y': 0.4987}, {'x': 0.72582, 'y': 0.49779}, {'x': 0.72582, 'y': 0.4868}, {'x': 0.27165, 'y': 0.47764}]}
id_74_value_183_642.jpg	183.642	{'type': 'polygon', 'data': [{'x': 0.54043, 'y': 0.3782}, {'x': 0.57731, 'y': 0.37172}, {'x': 0.63723, 'y': 0.54634}, {'x': 0.59978, 'y': 0.55412}]}
id_561_value_1131_894.jpg	1131.894	{'type': 'polygon', 'data': [{'x': 0.35722, 'y': 0.43393}, {'x': 0.65739, 'y': 0.44161}, {'x': 0.65509, 'y': 0.52302}, {'x': 0.62801, 'y': 0.52302}, {'x': 0.62801, 'y': 0.50305}, {'x': 0.3601, 'y': 0.49768}]}
id_675_value_122_563.jpg	122.563	{'type': 'polygon', 'data': [{'x': 0.26619, 'y': 0.5795}, {'x': 0.26271, 'y': 0.50576}, {'x': 0.69592, 'y': 0.4927}, {'x': 0.6994, 'y': 0.56384}]}
id_1050_value_60_509.jpg	60.509	{'type': 'polygon', 'data': [{'x': 0.48845, 'y': 0.34834}, {'x': 0.64382, 'y': 0.34633}, {'x': 0.64471, 'y': 0.34097}, {'x': 0.65454, 'y': 0.3403}, {'x': 0.65454, 'y': 0.36844}, {'x': 0.64382, 'y': 0.36911}, {'x': 0.64204, 'y': 0.36509}, {'x': 0.48934, 'y': 0.3671}]}
id_869_value_98_458.jpg	98.458	{'type': 'polygon', 'data': [{'x': 0.32092, 'y': 0.5351}, {'x': 0.60151, 'y': 0.50268}, {'x': 0.60093, 'y': 0.49706}, {'x': 0.62052, 'y': 0.49577}, {'x': 0.62916, 'y': 0.53856}, {'x': 0.6113, 'y': 0.54072}, {'x': 0.60727, 'y': 0.53683}, {'x': 0.32956, 'y': 0.56795}]}
id_1002_value_105_174.jpg	105.174	{'type': 'polygon', 'data': [{'x': 0.19705, 'y': 0.48712}, {'x': 0.7248, 'y': 0.44087}, {'x': 0.73806, 'y': 0.53207}, {'x': 0.21779, 'y': 0.57702}]}
id_439_value_467_906.jpg	467.906	{'type': 'polygon', 'data': [{'x': 0.58829, 'y': 0.63654}, {'x': 0.58829, 'y': 0.67951}, {'x': 0.34008, 'y': 0.67874}, {'x': 0.34059, 'y': 0.63422}]}
id_394_value_565_179.jpg	565.179	{'type': 'polygon', 'data': [{'x': 0.47825, 'y': 0.48185}, {'x': 0.46669, 'y': 0.50672}, {'x': 0.67417, 'y': 0.57795}, {'x': 0.68924, 'y': 0.55082}]}
id_211_value_165_954.jpg	165.954	{'type': 'polygon', 'data': [{'x': 0.8351, 'y': 0.58929}, {'x': 0.83336, 'y': 0.60495}, {'x': 0.87425, 'y': 0.60495}, {'x': 0.88555, 'y': 0.53186}, {'x': 0.30359, 'y': 0.52925}, {'x': 0.30272, 'y': 0.59451}]}
id_469_value_715_373.jpg	715.373	{'type': 'polygon', 'data': [{'x': 0.12231, 'y': 0.29384}, {'x': 0.65228, 'y': 0.28726}, {'x': 0.65383, 'y': 0.30352}, {'x': 0.69769, 'y': 0.30352}, {'x': 0.70182, 'y': 0.21797}, {'x': 0.11302, 'y': 0.22687}]}
id_274_value_250_581.jpg	250.581	{'type': 'polygon', 'data': [{'x': 0.28383, 'y': 0.72741}, {'x': 0.68221, 'y': 0.73016}, {'x': 0.68221, 'y': 0.6029}, {'x': 0.28641, 'y': 0.60221}]}
id_388_value_14_678.jpg	14.678	{'type': 'polygon', 'data': [{'x': 0.39758, 'y': 0.41709}, {'x': 0.77965, 'y': 0.41468}, {'x': 0.77483, 'y': 0.45843}, {'x': 0.39651, 'y': 0.46686}]}
id_707_value_8_834.jpg	8.834	{'type': 'polygon', 'data': [{'x': 0.24867, 'y': 0.24133}, {'x': 0.25168, 'y': 0.29861}, {'x': 0.66412, 'y': 0.30313}, {'x': 0.67065, 'y': 0.31143}, {'x': 0.72139, 'y': 0.31406}, {'x': 0.72792, 'y': 0.24321}, {'x': 0.67316, 'y': 0.24246}, {'x': 0.66613, 'y': 0.24585}]}
id_1203_value_367_29.jpg	367.29	{'type': 'polygon', 'data': [{'x': 0.22297, 'y': 0.60814}, {'x': 0.64357, 'y': 0.64532}, {'x': 0.63031, 'y': 0.7162}, {'x': 0.21203, 'y': 0.68206}]}
id_37_value_140_301.jpg	140.301	{'type': 'polygon', 'data': [{'x': 0.27815, 'y': 0.22687}, {'x': 0.27815, 'y': 0.26752}, {'x': 0.63319, 'y': 0.27449}, {'x': 0.63319, 'y': 0.27991}, {'x': 0.66879, 'y': 0.28146}, {'x': 0.67189, 'y': 0.23345}]}
id_64_value_57_509.jpg	57.509	{'type': 'polygon', 'data': [{'x': 0.48685, 'y': 0.42395}, {'x': 0.50241, 'y': 0.37403}, {'x': 0.74382, 'y': 0.50536}, {'x': 0.7248, 'y': 0.56142}, {'x': 0.69715, 'y': 0.5476}, {'x': 0.69945, 'y': 0.53915}]}
id_576_value_31_707.jpg	31.707	{'type': 'polygon', 'data': [{'x': 0.23046, 'y': 0.29295}, {'x': 0.69657, 'y': 0.27639}, {'x': 0.69945, 'y': 0.33972}, {'x': 0.23795, 'y': 0.35401}]}
id_751_value_156_29.jpg	156.29	{'type': 'polygon', 'data': [{'x': 0.26789, 'y': 0.21436}, {'x': 0.65811, 'y': 0.20633}, {'x': 0.659, 'y': 0.19628}, {'x': 0.69115, 'y': 0.19561}, {'x': 0.69115, 'y': 0.26863}, {'x': 0.6599, 'y': 0.26997}, {'x': 0.659, 'y': 0.26059}, {'x': 0.27057, 'y': 0.2693}]}
id_692_value_232_731.jpg	232.731	{'type': 'polygon', 'data': [{'x': 0.2668, 'y': 0.35699}, {'x': 0.26938, 'y': 0.40228}, {'x': 0.62442, 'y': 0.41583}, {'x': 0.62545, 'y': 0.4259}, {'x': 0.65538, 'y': 0.42783}, {'x': 0.66415, 'y': 0.36976}]}
id_9_value_18_724.jpg	18.724	{'type': 'polygon', 'data': [{'x': 0.35617, 'y': 0.54688}, {'x': 0.32302, 'y': 0.59173}, {'x': 0.58223, 'y': 0.69047}, {'x': 0.61489, 'y': 0.64713}]}
id_218_value_276_273.jpg	276.273	{'type': 'polygon', 'data': [{'x': 0.19753, 'y': 0.28879}, {'x': 0.72971, 'y': 0.31507}, {'x': 0.72076, 'y': 0.38608}, {'x': 0.67828, 'y': 0.38385}, {'x': 0.67977, 'y': 0.36987}, {'x': 0.19753, 'y': 0.34862}]}
id_178_value_199_668.jpg	199.668	{'type': 'polygon', 'data': [{'x': 0.22507, 'y': 0.35919}, {'x': 0.65132, 'y': 0.32017}, {'x': 0.66034, 'y': 0.38229}, {'x': 0.62425, 'y': 0.38547}, {'x': 0.62159, 'y': 0.37592}, {'x': 0.23781, 'y': 0.40817}]}
id_619_value_481_228.jpg	481.228	{'type': 'polygon', 'data': [{'x': 0.29366, 'y': 0.63963}, {'x': 0.72565, 'y': 0.54491}, {'x': 0.76041, 'y': 0.62047}, {'x': 0.32558, 'y': 0.71519}]}
id_809_value_317_554.jpg	317.554	{'type': 'polygon', 'data': [{'x': 0.23762, 'y': 0.27152}, {'x': 0.23862, 'y': 0.32202}, {'x': 0.63649, 'y': 0.29187}, {'x': 0.638, 'y': 0.29715}, {'x': 0.6807, 'y': 0.29564}, {'x': 0.67467, 'y': 0.22931}]}
id_200_value_87_094.jpg	87.094	{'type': 'polygon', 'data': [{'x': 0.58548, 'y': 0.43585}, {'x': 0.58548, 'y': 0.68281}, {'x': 0.51314, 'y': 0.68239}, {'x': 0.51257, 'y': 0.65799}, {'x': 0.52603, 'y': 0.65799}, {'x': 0.52491, 'y': 0.43543}]}
id_774_value_237_825.jpg	237.825	{'type': 'polygon', 'data': [{'x': 0.35952, 'y': 0.28417}, {'x': 0.62455, 'y': 0.31796}, {'x': 0.61879, 'y': 0.39476}, {'x': 0.59402, 'y': 0.39015}, {'x': 0.59517, 'y': 0.37556}, {'x': 0.35895, 'y': 0.341}]}
id_518_value_14_377.jpg	14.377	{'type': 'polygon', 'data': [{'x': 0.32072, 'y': 0.61306}, {'x': 0.72001, 'y': 0.5523}, {'x': 0.70057, 'y': 0.48}, {'x': 0.3021, 'y': 0.54136}]}
id_309_value_976_451.jpg	976.451	{'type': 'polygon', 'data': [{'x': 0.56605, 'y': 0.41037}, {'x': 0.74267, 'y': 0.39997}, {'x': 0.73983, 'y': 0.44346}, {'x': 0.7221, 'y': 0.44441}, {'x': 0.72139, 'y': 0.4359}, {'x': 0.56676, 'y': 0.44535}]}
id_263_value_87_006.jpg	87.006	{'type': 'polygon', 'data': [{'x': 0.25005, 'y': 0.37777}, {'x': 0.62052, 'y': 0.37301}, {'x': 0.62052, 'y': 0.36783}, {'x': 0.66488, 'y': 0.36696}, {'x': 0.66316, 'y': 0.42661}, {'x': 0.62225, 'y': 0.42791}, {'x': 0.62052, 'y': 0.42013}, {'x': 0.25408, 'y': 0.42574}]}
